user,text
Federic25485648,@Gilbenn Paaahh!!! Que le paso en la cara a Donald Trump???
stonertrans,"@Scudmonk21 @ksorbs Oh she made videos screaming how she was going to take down the pedo dems on j6 for Donald Trump or die trying

She was right about one thing"
yu_zin3R,"Donald Trump has been calling out the Fake News for decades, including in this 1990 interview with the late Barbara Walters.

“I hope the general public understands how inherently dishonest the press in this country is.”

Trump has known the news is fake for a long, long time. https://t.co/VK5Bsd0WIA"
Ojeda4America,Donald Trump’s threat of a third party run should show EVERYONE that he only cares for himself. I am fine with him tanking the GOP but I really do hope his supporters see him for what he really is.  I can’t lie….I hope that one day all of those who have been duped see the light!
Jlg66321563Jlg,@ericareport Vladimir Putin by far. Killing people puts you at the top of the list. Second gun laws in the USA that allow easy access for people to obtain. Then the egomaniac Donald Trump.
thereseflanagan,"@gane_joshua #Trump. They could be twins. They are both human air quotes.

#GeorgeSantos &amp; #DonaldTrump lie; then they lie about their lies; then they lie again. Santos and Trump are liars. https://t.co/MJEzTCI7Bs"
schnookster58th,"@MayraFlores2022 Isn't it strange how your savior Donald Trump paid a million dollars in taxes to China, but none to the USA?"
Macjac0323,@ProudElephantUS Put Donald Trump in charge
_kevin_io,"@LopezKanapi @Cryptoknightenj @nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @iamILLNOIZE @s04p_ @DeansEpoch @cNFTfART @jkeartieco @ChilledCardano @DonaldTrump Bro, I seen you kill a snake with a spork , flip flops &amp; a hello Kitty shirt… you’re famous ."
Yummi_Whale,@nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @iamILLNOIZE @s04p_ @DeansEpoch @LopezKanapi @cNFTfART @jkeartieco @Cryptoknightenj @_kevin_io @ChilledCardano @DonaldTrump @YummiUniverse would love to have you on board 💙 https://t.co/4Ia3N5as8Q
handyvision,"@BarbaraComstock In this unequivocal example showing Trump asserting complete lies, he adopts a more forceful tone to his voice while he’s fully cognizant that he is lying, and he wants to intimidate the listener into believing his 💩.

You dare not believe a single word from Donald Trump’s lips."
jeffjon79434426,A video of Donald Trump insisting he paid millions of dollars in taxes I wonder where that came from he meant a couple of bucks
smokeybibear,@AdamKinzinger So is Donald Trump
hustonmckinney,"With the velocity of the way that George Santos lies, Donald Trump is wondering, “is he a son I didn’t know about, created from an evening of fun on Epstein island?” 

George Santos lies like a Gatling gun shoots. Rapid fire."
belk_tre,@nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @iamILLNOIZE @s04p_ @DeansEpoch @LopezKanapi @cNFTfART @jkeartieco @Cryptoknightenj @_kevin_io @ChilledCardano @DonaldTrump Yummi and derp and fun projects to be apart of. The yummi discord is definitely a special place. https://t.co/NtR86a6mq5
StraitsBridge,"Donald Trump paid $0 in taxes in 2020. He's not alone: 60% of households also paid no federal income tax that year, but for very different reasons. https://t.co/RqFlZYPOnh"
turinguajardo10,Which one of these will take Donald Trump?
TheFungi669,"If Donald Trump goes to jail, I’m pretty sure that he’ll be lonely since he pardoned all his friends."
Michael17578469,@NoLieWithBTC Even Barbara Walters’ death is above Donald Trump He takes the air out of every room
s04p_,@Cryptoknightenj @LopezKanapi @iamILLNOIZE @nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @DeansEpoch @cNFTfART @jkeartieco @_kevin_io @ChilledCardano @DonaldTrump ahh shit happy new year bro! just crackin my first beer of the night
randomtrump1,Random Trump https://t.co/PAtPln2IgA - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/USIgEbScLJ
Chuck2165,Donald Trump wants to bring back Manufacturing https://t.co/3Z6EV59omg via @YouTube
FrankSm23288852,Donald Trump wants to bring back Manufacturing https://t.co/CmwFmKQkrK via @YouTube
ResistAmerica,"@ksorbs Donald Trump
Ginni Thomas
Mark Meadows
Roger Stone
Proud Boys 
Oath Keepers

It sure looks like a GOP conspiracy to me."
Davidsonrealofc,"Sério mesmo que vcs queriam que o Bolsonaro e o Mourão fossem contra os resultados das eleições e tacasem o foda se ? Se nem Donald Trump fez isso e tá quase sendo preso imagina aqui. Isso tudo é culpa dos covardes eleitos em 2018 que não aprovaram o voto impresso. 

#ForaLula"
StevenDogs,"@CatRedEye @JeffOnTheRight @TheRightMelissa @GrantmanC @AdamKinzinger HAHAHAHAHA!
HAHAHAHAHA!
HAHAHAHAHA!

This fool pretends he never heard Donald Trump on tape begging for someone to find him over 11,000 votes.

HAHAHAHAHA!
HAHAHAHAHA!
HAHAHAHAHA!

#MAGAisDEAD https://t.co/tCLRMKDMou"
Marcdawson,Documents Show Donald #Trump Lied About Donating His Presidential Salary https://t.co/oDVnwEmME2 via @NicoleJames
Ami98953561,@BehizyTweets Not only Donald Trump but also most of the world leaders don't care about her it's sad
HarryHawkings,@Brian57174698 @chancehaywood @mark_buergel @Gabrielle_Hope1 @chance executive privilege is when donald trump and donald trump only gets to do whatever he wants
LaramySandy,"Is this the end of his political life? Donald Trump faces 10 years in prison https://t.co/6GCXezeMoP 

The 10 years sounds GOOD to me . . .  ❤️🎉"
WashTimes,"“Donald Trump was swimming in the same water as Buchanan in the 1990s. The two of them even vied briefly for Reform Party nomination in 2000."" #HAIHBestOf2022 #podcast
https://t.co/xnzRoFBJIL"
dinga1957,@MayraFlores2022 Donald Trump shouldn't have Chinese bank accounts
Deadbutnotburyd,@ksorbs Yes by Donald Trump!!
ronnee123,Donald Trump’s Niece Says Republican Party ‘Desperately Wants To Be Done With’ Him https://t.co/bDuT5iisIW #SmartNews
imyourmoderator,"@MuellerSheWrote No, it's so you stop pretending the walls are closing in on Donald Trump for crimes you can't even describe. How did the taxes go? The J6 committee? You clown."
labell49,Many knew that a Donald Trump Presidential Experiment would be a colossal failure. Now let's prevent a second chance of insanity. #TrumpIndictment2023
BongBong,@YossiGestetner Who else is willing to entertain the idea of making Donald Trump Speaker of the House? I’m warming up to it.
AmericanVoice14,"Donald Trump blamed Joe Biden for a Tragic mess

https://t.co/RR7IDy0TwX"
Telitera,"With all the evidence BEING HELD by the FBI, now being uncovered,  the 2020 Election should be OVERTURNED and Donald Trump ELECTED PRESIDENT IMMEDIATELY."
rdlee9330,"🇺🇦🇺🇦🌊

Yes! Spending New Year's Eve at Mar-a Lago with Donald Trump and family."
tlprice_1971g,"@ForgiatoBlow47 Democrats play identity politics, Donald Trump looks at QUALIFICATIONS when he is not shackled by the establishment uniparty globalists to choose from THEIR list"
LopezKanapi,@iamILLNOIZE @nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @s04p_ @DeansEpoch @cNFTfART @jkeartieco @Cryptoknightenj @_kevin_io @ChilledCardano @DonaldTrump Mfer what?! Shit... Am I rich yet? https://t.co/aw9ycRgmZt
zychj,"@Hunt1Vh @ProudElephantUS Money doesn't always create happiness.

""FEC report shows Donald Trump laid out $94m in last push for White House while Hillary Clinton spent $132m and cemented herself as biggest fundraiser"""
Allaho_Akbbar,Don't Drink Alcohol - Donald Trump - Good lesson about guidance from experienced friend https://t.co/1DlbACO78h
COMA387Group1,Why does Google sort black hair by upholding Donald Trump
s04p_,@LopezKanapi @nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @iamILLNOIZE @DeansEpoch @cNFTfART @jkeartieco @Cryptoknightenj @_kevin_io @ChilledCardano @DonaldTrump https://t.co/NhmYmHTIIm
LopezKanapi,"@_kevin_io @Cryptoknightenj @nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @iamILLNOIZE @s04p_ @DeansEpoch @cNFTfART @jkeartieco @ChilledCardano @DonaldTrump Ey yo, stop doxxing me 😤"
SchwartzTime,@JewdyGold @Elysadawn We share a birthday with Donald Trump Jr. https://t.co/ySRVnGUeTB
pescacrinch,"@4k41__ vivo en el futuro, va a morir Donald Trump a las 11:43"
Arduous_1,@TheEconomist Donald Trump is arrested. You're a f*cking narc urself if he isnt.
milruby27,"@marklevinshow Donald Trump is on track to break 300 days playing golf at his own properties, with the taxpayer golf tab now at $151.5 million first 3 years in office.. 

https://t.co/JXx1SrxWYA # via @HuffPostPol"
randomtrump1,Random Trump https://t.co/BM6aJ6fiY4 - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/7iZzF84PRT
DryChrisVII,The dude looks like what Donald Trump Jr wishes he could be.
TeresaM93616703,Every elected official has turned over their tax returns except for Donald Trump. Donald Trump has been ripping off the government for decades. We would like to know more about his relationship with his buddy Putin. .@KennyDolan .@PalmerReport
jjcomaha,@CoStarGroup Donald Trump’s real estate investments look like mostly tax manipulation.
iamILLNOIZE,@LopezKanapi @nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @s04p_ @DeansEpoch @cNFTfART @jkeartieco @Cryptoknightenj @_kevin_io @ChilledCardano @DonaldTrump Welcome to 2023 mfer
jewell35_a,"Is @DonaldTrump #Trump seriously this stupid?! Cause apparently even @BillNye , who's taught generation of children science!

 Now, making appearances, for $$

Befuddled Trump Can’t Figure Out How Global Warming Is A Thing If Buffalo Is Freezing https://t.co/rab0wCIhTZ #SmartNews"
Motown4013,@Martina Wer didn’t listen to all women who told us about Donald Trump
Lyve_Wire,"#LaurenBoebertIsSoDumb she thinks the #January6thCommittee could imprison TFG. 🙄

This smug ignorance is just one reason why the @TheJusticeDept must act and indict Donald Trump. This arrogance is pervasive throughout the #Republican party."
DanielChomsky,"Elise Stefanik modeled every aspect of her political life around Donald Trump's stances and rose to the top of the Republican Party. It might not be that easy for the Republican Party to move on from Trumpism after all.
https://t.co/lfrt8NeSMM"
_kevin_io,@Cryptoknightenj @LopezKanapi @nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @iamILLNOIZE @s04p_ @DeansEpoch @cNFTfART @jkeartieco @ChilledCardano @DonaldTrump Mfer said .. https://t.co/zETTFxjkkX
ElonMuskRatLove,@Babygravy9 By any chance did Donald Trump just become president of Zimbabwe?  This is the first test of the Zimbabwe First movement. https://t.co/0zh9jv4FBX
BlackFigStudio,"@hakeemjeffries Nothing will change until we end the cancer that is Donald Trump.  His maniacal rantings have convinced too damn many people to embrace hate, violence, and christofascism. He MUST be held accountable. PERIOD."
blodico,Quiso tolear a Greta Thumberg en Twitter y luego fue arrestado. #GretaThumberg #DonaldTrump #AndrewTate https://t.co/IrMAzhi597 #followme
Darksideleader2,"Rep. Adam Kinzinger tells Rep. Lauren Boebert it 'ain't over,' Donald Trump's time will come https://t.co/vQjnqXCb5X"
WinsomeStele,@itsJeffTiedrich This week in Donald Trump Derangement madlibs: Trump is a Chinese spy.
Ronaldd86530213,"@larryelder Why ""double standards""?

Did Donald Trump not promise to release his taxes to the general public during the 2016 + 2020 presidential debates? Answer : Yes. As soon as the audits were done.

That was no longer the case, so Trump can add that to his promises made, promises kept!"
valencianischan,"Necroporra 2023 (actualizada):

- Snoop Dogg
- Joe Biden
- Leticia Sabater
- Juan Carlos I
- Resines
- Donald Trump
- Kanye West
- Putin
- Maria Teresa Campos
- Clint Eastwood"
lister_lester,"@realTuckFrumper @Joseph4800 ""There's no question that Ron DeSantis, Marjorie Taylor Green, and Donald Trump are all more dangerous than your local drag queen."" https://t.co/zjkaAP6L35"
Pendulum13,"""People tend to have one of two reactions to the revelation that former President Donald Trump paid little to no taxes in recent years: He’s either an amoral tax cheat or he’s smart""!
WELL, WE KNOW HE IS DEFINITELY ""NOT SMART!"
pan_maksy,@cyborg_pl Piotr Gryf: OMG Donald Trump!!!!! Co ty tu robisz?
LopezKanapi,@nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @iamILLNOIZE @s04p_ @DeansEpoch @cNFTfART @jkeartieco @Cryptoknightenj @_kevin_io @ChilledCardano @DonaldTrump Just woke up from an alcohol induced coma and had like 100+ notifs... What's going on today? https://t.co/Rokyx8aqGz
candy11946ford,The world is watching how Republicans deal with the latest Donald Trump copycat liar and grifter https://t.co/Yq02c3VSVx
lister_lester,"@CarlosGSmith @happyhappy2b ""There's no question that Ron DeSantis, Marjorie Taylor Green, and Donald Trump are all more dangerous than your local drag queen."" https://t.co/zjkaAP6L35"
Faketriots,"Hey, Donald Trump being unhappy is Christmas to me."
LaurieMachia,@Sonia_art2 Donald Trump is the worst President in the history of the United States hands down!!!
BMCW0514,"It's so sad what's going on in Ukraine, and to make things worse we have Americans who support the invasion, all because of their allegiance to Donald Trump.

Such staunch believers of the second amendment, but only when that type of law benefits them. It's literally disgraceful."
qstarnews,Then why are you a cheerleader for Donald Trump?
proudCanadavet,"Key findings from the latest Jan. 6 panel transcripts, including from Donald Trump Jr. and others

https://t.co/P4vHoeF2HU"
Slumbershark,@nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @iamILLNOIZE @s04p_ @DeansEpoch @LopezKanapi @cNFTfART @jkeartieco @Cryptoknightenj @_kevin_io @ChilledCardano @DonaldTrump Derp is the word https://t.co/7maxhI0gOJ
DavidReidsmith,@CNN This is getting real STUPID with these people making such claims... 1970s????  Case will be thrown out.  Stop wasting people's time!  Let these law enforcement and lawyers deal with CURRENT CRIMINALS such as Donald Trump instead!
mibirdy75,"@RSBNetwork I can’t watch any of the news channels. I don’t trust anything they say. I trust only in God. The government will be on His shoulders “Isaiah 9:6” God is in control. It’s because of God that Donald Trump was or 45th president. And if God wants him in, he will be our 47th. 🙏❤️"
neededgwen,"island gyal, donald trump want me go home"
727hopealways,"@gane_joshua Yes, Donald Trump!"
portarican_RT,"Dear 2023:
If Hunter Biden committed a crime may he go to jail
If Donald Trump committed a crime may he go to prison
If America can be saved from itself, may it happen soon. 
That is all
#NewYears2023"
trumpistan45,@kelly_ques Donald Trump
Faketriots,"@NickAdamsinUSA I admit I read that as ""Donald Trump will always be president"" before I replied. 

Still. He's FORMER president. 

That or he never was a real president."
hotsmusic28,@ericareport Donald Trump the best president in the history of the United States. It doesn’t matter what he has done. You ignore Hunter Biden and the big guy. Nothing Trump has done matters. Trump 2024!!!!
erose001,@MadScientistFF Donald Trump.
MAGAFRV,"@Dentistsrppl2 @LauraLoomer A Governor who is being bankrolled and controlled by people who despise Donald Trump and MAGA! Like Jeb Bush and Paul Ryan. If that's who backing DeSantis and who's support he's seeking, then I say about RDS, not just no. Hell No!!!"
HTheerod,Answer to Is Donald Trump correct that it's the fault of energy-saving light bulbs for the bright orange hue of his face? by Matt Kerr https://t.co/GPL4KE0QnB
rangerwyld,"@MikeJToronto @Fordnation has taken his cues from his idol Donald Trump. I hope soon it catches up with him.  Once a Con, always a Con."
PoolPla06596725,Joe Biden fumed over White House reminders of Donald Trump: book @POTUS -you should get so angry for #BorderInvasion you’re allowing! @WHCOS @FLOTUS @DNC  https://t.co/1jlEYrbdmR
RocIvorri,"@ForgiatoBlow47 But orchestrating Jan 6th 2021 they were trying to disqualify Donald Trump from running in 2024. So I'll say yes. They will do whatever it takes to hold onto power. As they did before the midterms with their ""threat to democracy"" rhetoric."
BrooksDelveccio,"So why TF is anyone who made less than Donald Trump, supporting Donald Trump?? He pays nothing, but making millions in taxes. And we make less than 50,000 a year and have to pay the IRS because we didn't make enough money for them to FUCK us over!!"
AntGMann,"@VickiPlatt5 @woolworths It reminds me of Donald Trump, except the lettuce is better looking."
EricShapiro3,We all remember how much courage Paul Ryan showed when Donald Trump was elected. And then Elise Stefanik followed in her mentor’s footsteps. How heartwarming. 🙄
onecitizen2017,@marklevinshow Reports indicate Donald Trump did Not donate his salary to charity as he said he would. Zero donations to charity and bank accounts in China and other countries while President. Trump’s tax returns are singing. No wonder he didn’t want to show his tax returns as other Presidents.
randomtrump1,Random Trump https://t.co/121nZVYThy - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/SmNYwe9jBh
NorthBelle4,"If you mean Donald Trump, don't hold your breath.

They're doing everthing they can to drag this out until he's on his last legs, ready to expire from old age."
Apont3Andr3s,"Está accion que había sido anunciada días antes se suscitó pese a los esfuerzos de Guaidó por impedir que se concretara el fin de este plan frustrado de ""gobierno paralelo"" auspiciado por la extinta administracion estadounidense de Donald Trump."
symonemsnbc,".@JonAllenDC addresses the IRS claim that it did not audit former Pres. Trump during his presidency due to a lack of resources.

""If Donald Trump’s administration had wanted Donald Trump’s taxes looked at, they would have been looked at.” https://t.co/b4czZKMBlJ"
s04p_,@jkeartieco @discoiinfernos @nativ_truth @iamILLNOIZE @DeansEpoch @LopezKanapi @cNFTfART @Cryptoknightenj @_kevin_io @ChilledCardano @Wrathtank_avax @nobsfud @DonaldTrump these are dope!
magerit2014,"@La_SER Guaidó un cacique puesto por su Caudillo Donald Trump, como presidente encargado a dedo por la administración de el es un chorizo consumado al poner el cazo en el dinero público venezolano para trapichear con el y con el oro venezolano depositado en el banco de Londres"
TheFitLegend,@ninaturner Donald Trump made insulin free for everyone and then Joe Biden signed a paper on his first day making it $300 again so he could later make it $35 to get votes. Playing with people's lives for a vote. #FJB  #FJBiden #Insulin4all
Michael4Ranger,@HarrenGWarding @Sipping_Scott @PastorBenMarsh Why are you talking about Donald Trump?
ActivistBowen2,",...again, wondering: WILL THIS EVER HAPPEN???!!! (January 1, 2023; 6:40 HKT) #TRUMPFORPRISON #DONALDTRUMP #TRUMP #TFG #FAIL"
MichaelPolino,"@2ndamerica @thevivafrei @RonFilipkowski I'll rephrase. You don't need the CIA, FBI or the media to know that Donald Trump is an ignorant narcissistic con man.  One would have to be obtuse to not see this. If you were a pencil, would you need a pencil sharpener?"
YuliYuwi,acariciando gatos con donald trump 😀
JohnF1CDO,"@BlueGirl714 FUN FACT: Charles Manson was a deranged malignant narcissist, just like Donald Trump."
ChuckydDman,"Check out SarasotaWatchDogs's video! #TikTok https://t.co/jffzHR63xF.           Please President Trump, do not let McCarthy get speaker, he’s a half Democrat rhino, we need someone in like Donald Trump or Jim Jordan"
greyone71,"The Republicans, now that Donald Trump's tax returns have been made public, intend to release Nancy Pelosi's tax returns. Seems fair to me."
ActivistBowen2,"https://t.co/KEroGTn0Jc..., (January 1, 2023; 6:40 HKT) #TRUMPTAXRETURNS #DONALDTRUMP #TRUMP #TFG #FAIL"
Melau_Gaming,"@nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @iamILLNOIZE @s04p_ @DeansEpoch @LopezKanapi @cNFTfART @jkeartieco @Cryptoknightenj @_kevin_io @ChilledCardano @DonaldTrump Hey if u have any questions about ADA and the best wallets and how to set them up and get started on finding the projects you love. Stop on by the derp discord, plenty of knowledgeable ppl willing to help get you set up and answer any questions or concerns https://t.co/oNdWYAWAYk"
SeraJane5,"@Uileag @DC_Draino Hahaha. You are rich. I am saying all sides knew what was about to go down. It was planned for. Tell me this, Genius...How is Donald Trump on trial for long term incitement, which he is guilty of, yet...The demonstration was a surprise?"
newmanmartin,"All those blasting Donald Trump for his tax returns are really criticising the western capitalist system, the tax rules of which he hasn’t broken &amp; which were devised to foster wealth. They apply to anyone. By all means change the system, but don’t kid yourself it’s about Trump."
NeoConsAreGreat,@_Reaganite_ It will benefit the conservative movement the other would only benefit Donald Trump who is an ego maniac even though I like him because he is funny
snkscoyote,Donald Trump has been credibly accused of committing at least 48 criminal offenses while president or campaigning for the presidency. https://t.co/2DLB2WXCT3
CarloTresero,"The Biggest Threat to America Isn’t Donald Trump or MAGA. 
Trying to impose Guaido as a Pres of Venezuela, the criminal 63 yr economic blockde on Cuba to impose a govt dictated by Washington, shows how much the US govt respect ""democratic"" principles.

 https://t.co/WQJ2yBWn2q"
Chrisidle4,@GrahamAllen_1 Well obviously this is all Republicans saying this lol. Will Donald Trump win the election in 2024? That’s what you need to be asking yourself. The answer is Hell No. The Governor of Florida is kicking his ass in the polls right now. So ask yourself that question?
Uptownbyron,"@thetrueIriLuun @ruff_life1 @HrSqMarwinner1 @kylegriffin1 If you’re truly concerned about ten years of Donald Trump’s prior tax returns, finding out about Joe Biden’s incredibly inappropriate behavior around children, including his own daughter, must have really blown your mind. No?"
chaos_life95,@DonaldJTrumpJr Remember when Donald Trump made it a felony to steal secret documents and then took 14 boxes worth to his house in Maralardo after his presidency ended. Ain’t that some shit.
JustAnOrng,"@EndWokeness yeah, lets arrest people like bill gates and donald trump! the only reason tate got arrested is because of his popularity"
ken62neth,"@middleageriot Ukrainian gov and country have been the hot spot of the corrupt elite for years!!!
And Donald trump isn’t one of them. The war on Ukrain is nothing but a cover up for the elite to hide the money and our government is giving it to them to hide"
hillspdyof,"The Big Cheat: How Donald Trump Fleeced America and Enriched Himself and His Family 2BTGE1U

https://t.co/HrzFxYf7i4 https://t.co/BlmqdTAF9X"
mikeythedog2,@joncoopertweets Donald Trump to be held accountable for anything
Red_eyedjedi,"""Robert O’Brien got a call from Senate GOP Leader Mitch McConnell and an aide who asked him to look into something he’d been hearing: retired military personnel sympathetic to Donald Trump might be preparing to prevent Joe Biden’s inauguration.”

https://t.co/dtJ4SA7Eq2"
ScottLeisz,"Add Donald Trump, Lauren Boebert, MTG, the list of republican crazies is loooong!"
lshafran,This is so good!!!  Go #BarbaraWalters           FU ##DonaldTrump
EdwardC61563677,How many of you out there have donated more money each year to charities and religious organizations that tax dodger and draft dodger Donald Trump.  What a cheap sonofabitch!
JackPaulMiller,"@marklevinshow Obama was won two terms. And he won the popular vote twice. Your GOD, Donald Trump, is a LOSER."
TelesisTen,"The only supremacy Donald Trump stands for, is Donald Trump. He is only using so called white supremacy for his self benefit."
kitoko2013,"@RonnyJacksonTX Donald Trump promises Mexico will pay for wall
https://t.co/08myntI26D"
chasisaac,@AnnLesbyPhD Deny zis wishes is horrid and shameful. You must call zim by choose name. Be glad it is not donald trump.
NickBla78886916,@RonnyJacksonTX Donald trump has never received the support of over half the country. Not even in his Russia supported win in 16. Were you drunk then?
PistolPete65,Has President Biden surpassed Donald Trump's accomplishments?: https://t.co/n6Ii79wFmS @funpollking
SwampGreen,"The world is watching how Republicans deal with the latest Donald Trump copycat liar and grifter https://t.co/Hyt8Wk9J26 

#RepublicansLieAboutEverything and #RepublicansAreDestroyingAmerica 
#VoteBlueToSaveDemocracy"
Firewolf11567,@ante1 @TheMichaelOmega @Sal_LaBarbera @TimRunsHisMouth So would you turn on Donald Trump if everyone else did the same or would you venerate him for being your guy?
BailenJonathan,@DailyCaller Donald Trump's 2 biggest mistakes was not fumigating the vermin walking in the hallways of the DOJ and FBI in Washington DC
greyone71,"@SpeakerPelosi The Republicans, now that Donald Trump's tax returns have been made public, intend to release Nancy Pelisi's returns. Seems fair to me."
mfpariz,"Em Orlando, Bolsonaro não irá aos parques da Disney.
Não precisa ver o Mickey porque tem a Michele.
Não precisa ver o Pato Donald porque tem o Donald Trump.
Não precisa ver o Pateta porque tem espelho na casa onde se hospeda.
Feliz 2023 porque o 22 fugiu."
kitoko2013,"@RonnyJacksonTX Donald Trump's 'Hush Money' Case Isn't Over After All https://t.co/nXAtZVZK3D
payment was made at the height of Trump's presidential campaign and Trump later reimbursed Cohen."
oibc1988_n,"DONALD TRUMP FOR PRESIDENT 
https://t.co/NnZEeKIzia"
yujinthemood,la différence entre une patate et Donald trump?
CMF_GlobalRisk,"@DonaldJTrumpJr #DonaldTrump promised that #Mexico was going to pay for that wall. Up to this day, Mexico hasn't given the #USA one cent towards that wall."
TonyandL,@BeverlyArcher5 @melissaannlittl @RSBNetwork Donald Trump and the republicans for sure!!
MichaelInTruth,"Donald Trump appeared on an episode of Spin City with Michael J Fox on 1/21/1998.  First of all 121=Antichrist.   That episode to today is 9110 days. 

i ask again, does Donnie get popped during his Mar a Lago New Year’s Eve speech tonight? https://t.co/ACQg7uEdNt"
randomtrump1,Random Trump https://t.co/4vn6armOyt - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/YofkAtroLV
yat023,Inconvenient truth - the conservative movement is bigger than Donald trump
macostacruz,“Both Vladimir Putin and Donald Trump seem to have made the mistake of believing their own propaganda. They did not see Biden as the formidable opponent he has proved to be” https://t.co/gZCm4Mdj6X
Doug520_,"@al_armistead @ericareport Trump promised that he was not going to take the salary of being president.  He took every dime of it and, once again, lied to the country.  Donald Trump is a fraud and complete liar."
Coin360News,"Donald Trump NFT Collection Value Plummets After Controversies

#Bitcoin #Binance #Crypto #BTC #BNB
https://t.co/vu7jB9GBkt"
pasqueflower19,"Rep. Adam Kinzinger tells Rep. Lauren Boebert it ‘ain’t over,’ Donald Trump’s time will come https://t.co/wkAak2SCSw via @twitchyteam"
jkeartieco,@nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @iamILLNOIZE @s04p_ @DeansEpoch @LopezKanapi @cNFTfART @Cryptoknightenj @_kevin_io @ChilledCardano @DonaldTrump You’ll love Derps.  Best pfp on Cardano https://t.co/jsXf157xkQ
Hey_Tess,"In 2020, I essentially had no income and gave more money to charity than Donald Trump. In Trump's 1st year in office, he paid more tax abroad than he did in the USA. So much for ""America first"". https://t.co/C0MVMpAPBM"
SatiricusRex,@Kasparov63 For one and all: To whom exactly does Donald Trump still owe all those hundreds of millions of $$$ in loans?
sfoley1,"@hakeemjeffries Don't forget Doug Mastriano, Jim Jordan, Donald Trump, And Biggs, Lauren Boebert, Marjorie Taylor Greene"
jakolbfleisch,@NoLieWithBTC Most rational people knew exactly who and what Donald Trump was long before the foray into politics. It was all there for those who wanted to see it.
CookiesNCream32,@MitchFurman @jeffstorobinsky @CNN @MSNBC He's the illegitimate son of Donald Trump.  Oh wait...that could very well be true.
HorusGilroy,"@NickAdamsinUSA Next time you feel stupid, remember that Nick Adams is a Beta who simps for Donald Trump and jacks off in public bathrooms"
WPRPBP,"Celebrated MSM faux reporter John Johnson is more interested in the finances of Donald Trump than the corrupt business practices of Hillary Clinton, Nancy Pelosi, Joe and Hunter Biden and other corrupt Democratic leaders. Ask yourself, ""WHY IS THAT?"" Is the Media complicit?"
